id,name,ibu,ibu_category,srm,srm_category,abv,abv_category,ebc,description,image_url,ingredients,ph,food_pairing,tagline,brewers_tips
188,Paradox Jura,55.0,High,152.0,Black,10.0,Undefined,300.0,"Paradox. Reloaded. In 2011 we put Paradox into high gear to create an Imperial Stout destined for ageing. Loaded with dark roasted malts for a full bodied, toasted background, an array of bitter, earthy and resinous hops, and brewed with oats for a bold mouthfeel. This beer is the perfect canvas for barrel ageing.",https://images.punkapi.com/v2/188.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.86, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 2, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.86, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 3', 'amount': {'value': 0.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 75, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Saaz', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Smoked cured beef', 'Smoked aubergine tapenade with rye bread', 'Beer affogato - 1/3 glass of Paradox with a scoop of vanilla ice cream']",Ubiquitous Imperial Stout.,Allow the fermentation to go as far as possible. Soak oak chips in whisky to get the barrel aged characteristic.
189,AB:11,70.0,High,40.0,Black,12.8,Undefined,79.0,"AB:11 is an Imperial Black Barley Wine brewed with ginger, black raspberries and chipotle peppers. A 12.8% rollercoaster of ginger zestiness and chipotle smokiness, all bound together with dark berry tartness and the decadent residual body of a Black Barley Wine.",https://images.punkapi.com/v2/189.png,"{'malt': [{'name': 'Extra Pale - Spring Blend', 'amount': {'value': 8.75, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 1.25, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.625, 'unit': 'kilograms'}}, {'name': 'Crystal', 'amount': {'value': 0.625, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.3125, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Saaz', 'amount': {'value': 62.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Ginger Powder', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Steak taquitos with spicy mole sauce', 'Herb roasted duck with a fruit sauce', 'Dark chocolate and chilli flourless cake']","Black Barley Wine With Ginger, Raspberries, Chipotle Peppers.",Use chipotle morito chillies to add a subtle level of smoky character to the beer.
190,Hello My Name is Sonja (w/ Evil Twin),70.0,High,15.0,Amber Brown,8.3,Low,30.0,"Brewed in collaboration with Jeppe from Evil Twin Brewing (and named after his mum), this Double IPA is big on fruity flavours. Single hopped with Mosaic for lots of tropical, passion fruit and citrus flavours. Loaded with well over 100kg of blueberries, the original was one super fruity hop bomb.",https://images.punkapi.com/v2/190.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.75, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.63, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Mosaic', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Mosaic', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 37.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Blueberries', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 187.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Lamb chops with a blueberry reduction', 'Cured ham and strong mulled cheddar board', 'Warm blueberry pie']",Blueberry Double IPA.,Mash the blueberries before adding to the kettle. This will help with flavour extraction and turning your wort a nice shade of purple.
191,Interstellar,55.0,High,25.0,Deep Brown,6.5,Low,50.0,"Interstellar is a Red Rye IPA with spicy rye flavours from the malt and with great all-round spicy, fruity and earthy hop aromas from the use of Willamette and Amarillo.",https://images.punkapi.com/v2/191.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 3.81, 'unit': 'kilograms'}}, {'name': 'Rye', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.56, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.19, 'unit': 'kilograms'}}, {'name': 'Acidulated Malt', 'amount': {'value': 0.13, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Willamette', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Willamette', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Amarillo', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Willamette', 'amount': {'value': 125, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Oak chip smoked salmon', 'Sticky spicy barbecue ribs', 'Scottish tablet']",2013 Prototype Red Rye IPA.,Be careful with the rye malt in the run off. It can lead to stuck mashes and extended collection periods.
192,Punk IPA 2007 - 2010,60.0,High,8.5,Medium Amber,6.0,Low,17.0,"Our flagship beer that kick started the craft beer revolution. This is James and Martin's original take on an American IPA, subverted with punchy New Zealand hops. Layered with new world hops to create an all-out riot of grapefruit, pineapple and lychee before a spiky, mouth-puckering bitter finish.",https://images.punkapi.com/v2/192.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.3, 'unit': 'kilograms'}}], 'hops': [{'name': 'Ahtanum', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Chinook', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Crystal', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Ahtanum', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Chinook', 'amount': {'value': 27.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Crystal', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Motueka', 'amount': {'value': 17.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Spicy carne asada with a pico de gallo sauce', 'Shredded chicken tacos with a mango chilli lime salsa', 'Cheesecake with a passion fruit swirl sauce']",Post Modern Classic. Spiky. Tropical. Hoppy.,"While it may surprise you, this version of Punk IPA isn't dry hopped but still packs a punch! To make the best of the aroma hops make sure they are fully submerged and add them just before knock out for an intense hop hit."
193,Blitz Berliner Weisse,8.0,Low,4.5,Deep Gold,3.0,Low,9.0,Our sour recipe for all fruit Blitz beers uses a process called kettle souring. In this we steep a bag of malt in the wort to allow the bacteria to grow in it.,https://images.punkapi.com/v2/keg.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 1.88, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 1.88, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 8.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",3.2,"['Grilled salmon with a light lemon sauce', 'Lobster bisque', 'Cheesecake with raspberry (or peach/passion fruit) sauce']",Berliner Fruit Beer.,"Making sour beers is an art, and is mostly related to trial and error with your process. Experiment with different temperatures for steeping the grain. 40 - 50Â°C willallow the lacto to grow and produce a clean profile."
194,Hardkogt IPA,175.0,High,20.0,Brown,7.6,Low,40.0,"Brewed for the beer maniacs in Denmark, this Double IPA quivered with kumquat, kiwi and orange pith all held together with a honeycomb malt body.",https://images.punkapi.com/v2/194.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 6.25, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.25, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.46, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 60, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 70, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 70, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.4,"['Thick cut salami pieces on tiger bread', 'Chilli spiced pork pie', 'Poached pear and blue cheese crumble']",A Special Double IPA For Our Danish Friends.,Itâ€™s better to over-pitch your yeast here to ensure the beer ferments out.
195,Hello My Name Is Holy Moose,35.0,Undefined,12.5,Deep Amber,5.5,Low,25.0,"Cloudberry, lingonberry, blueberry and sea buckthorn meld with citrusy hops in an intensely sweet, fruity and floral aroma, with toasty malt notes and tropical fruit bursts. This bitter, resinous IPA follows up with a lemony punch in the mouth - cherry and blueberry sourness takes this pithy pale ale in a new direction before a long, dry finish.",https://images.punkapi.com/v2/195.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 4.25, 'unit': 'kilograms'}}, {'name': 'Carared', 'amount': {'value': 0.63, 'unit': 'kilograms'}}], 'hops': [{'name': 'Citra', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Challenger', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Centennial', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 10, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Citra', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Mosaic', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Bramling Cross', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Citra', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Bramling Cross', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Mosaic', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Nelson Sauvin', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Simcoe', 'amount': {'value': 12.5, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Warms goats cheese salad', 'Trifle or chocolate cake']",Nordic Berry IPA.,"The mixture of berries and hops create a very intense flavour profile, a great brew for using up some spare hops."
196,Catherine's Pony (w/ Beavertown),40.0,High,95.0,Black,8.8,Low,190.0,"An Imperial Smoked Porter with a nose like gooseberries and blueberries, stuffed with coffee, covered in chocolate and toasted on a campfire by the beach, Catherineâ€™s Pony is robust and imposing with a herculean mouthfeel. Rich and smooth with roasted smoky flavours battling for prominence over the assertive bitterness. A satisfying hoppiness rounds off the palate.",https://images.punkapi.com/v2/196.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 7.5, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.15, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 2', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Smoked Warminster', 'amount': {'value': 0.77, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 11.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Cascade', 'amount': {'value': 11.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Fuggles', 'amount': {'value': 11.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'First Gold', 'amount': {'value': 11.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Coffee', 'amount': {'value': 19.25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}",4.5,"['Flame grilled steak', 'Venison and Winter vegetable stew', 'Maple bacon chocolate cupcakes']",Imperial Smoked Porter â€“ Beavertown Collab.,The smoke aroma comes from a mix of the Carafa malt and smoked malt. If you can't get hold of fresh smoked malt â€“ make your own in a barbeque - carefully!
197,Moshi Moshi 15,45.0,High,17.5,Brown,5.2,Low,35.0,"A riot of C-hops, with layers of grapefruit, lime zest, pine needles, freshly cut grass, pungent resin, layered up on toasty malt with a touch of caramel sweetness.",https://images.punkapi.com/v2/197.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 3, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.13, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.19, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.88, 'unit': 'kilograms'}}], 'hops': [{'name': 'Columbus', 'amount': {'value': 2.5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Columbus', 'amount': {'value': 3.5, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 6, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 18.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Centennial', 'amount': {'value': 18.5, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Columbus', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Centennial', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}, {'name': 'Cascade', 'amount': {'value': 100, 'unit': 'grams'}, 'add': 'dry hop', 'attribute': 'aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",4.4,"['Spicy Vietnamese vermicelli salad', 'Spicy fish tacos with mango chilli', 'Banana bread']",American Pale Ale Birthday Beer.,"Some Munich malt in this beer will lift the biscuity backbone, and provide much needed balance to the heavy hitting US hops."
198,AB:01,20.0,Low,8.0,Pale Amber,10.2,Undefined,16.0,"Made with the yeast from a bottle of Westvleteren 12, aged with vanilla beans. Only available in 375ml bottles. Limited to 3200 bottles. The first in our Abstrakt series.",https://images.punkapi.com/v2/198.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 7.75, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.5, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.5, 'unit': 'kilograms'}}], 'hops': [{'name': 'Saaz', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'Saaz', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Styrian Goldings', 'amount': {'value': 15, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Westvleteren 12 (recovered from a bottle)'}",4.1,"['Baked brown butter lobster', 'Apple crumble and custard', 'Coffee carrot cake']",Vanilla Bean Infused Belgian Quad.,"To capture yeast from another bottle conditioned beer, simply make up a starter with some wort and grow the yeast up. Once it goes through a fermentation at 1 litre it can go straight into your wort to start the main fermentation."
199,Alice Porter,55.0,High,82.5,Black,5.2,Low,165.0,"First brewed in 2010, Alice Porter returned as a seasonal in 2015. The beer was originally created and brewed for (real life) Alice Porterâ€™s impending nuptials to the Beer King of Leeds, Matt Gorecki.",https://images.punkapi.com/v2/199.png,"{'malt': [{'name': 'Extra Pale', 'amount': {'value': 2.63, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.88, 'unit': 'kilograms'}}, {'name': 'Crystal 150', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Special W', 'amount': {'value': 0.31, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.44, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.38, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.31, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 5, 'unit': 'grams'}, 'add': 'start', 'attribute': 'bitter'}, {'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'middle', 'attribute': 'flavour'}, {'name': 'First Gold', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}, {'name': 'Sorachi Ace', 'amount': {'value': 25, 'unit': 'grams'}, 'add': 'end', 'attribute': 'flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}",5.2,"['Applewood cheddar bacon beef burger', 'Roasted garlic camembert', 'Parmesan truffles']",Enigmatic Dark Alchemy.,The Sorachi Ace hop addition at the end of the boil gives the beer a subtle vanilla flavour that helps to lighten the beer.
