id,name,ibu,ibu_category,ibu_category_nbr,srm,srm_category,srm_category_nbr,abv,abv_category,abv_category_nbr,ebc,attenuation_level,attenuation_category,attenuation_category_nbr,description,image_url,ph,tagline,brewers_tips,outcome,malts_name,amount.unit_x,hops_name,hops_add,hops_attribute,amount.unit_y,food_pairing
82,Hopped-Up Brown Ale - Prototype Challenge,85.0,IBU High,3,12.0,Medium Amber,6,6.3,ABV Low,1,24.0,82.6,Atten High,3,"Brown ales are perfect foils for resinous C-Hops, as the piney elements of the latter contrast brilliantly with the sweeter, nutty elements of the malt bill. The best of both worlds.",https://images.punkapi.com/v2/82.png,4.2,Malt Hop Balance.,High carbonate water will really accent the malt notes to better balance the punchy hops.,IBU High Medium Amber ABV Low Atten High,"Extra Pale,Flaked Oats,Brown,Crystal 150,Munich,Carafa Special Malt Type 1","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Columbus,Simcoe,Centennial,Columbus,Simcoe,Citra","start,end,end,dry hop,dry hop,FV","bitter,flavour,flavour,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams","Butternut squash and sage soup,Roast beef and horseradish sandwich,Fudge"
83,Comet,70.0,IBU High,3,15.0,Deep Amber,8,7.2,ABV Low,1,30.0,82.1,Atten High,3,"A potently bitter hop variety originally grown in the US around 40 years ago, Comet has been newly resurrected - this German version has bold resinous grapefruit flavours, which add a huge fresh hop aroma to this IPA.",https://images.punkapi.com/v2/83.png,4.4,Single Hop India Pale Ale,Experiment with other high alpha hops during dry-hop to discover their aroma and flavour characteristics.,IBU High Deep Amber ABV Low Atten High,"Extra Pale,Caramalt,Dark Crystal","kilograms,kilograms,kilograms","Comet,Comet,Comet,Comet","start,middle,end,dry hop","bitter,flavour,flavour,aroma","grams,grams,grams,grams","Margherita pizza with chili flakes,Spicy Thai peanut satay,Panna cotta with a grapefruit tuile"
84,Baby Saison - B-Sides,9.0,IBU Low,1,1.0,Pale Straw,13,3.6,ABV Low,1,2.0,88.0,Atten High,3,A hark back to the origins of Saison; slight spice and earthy notes with highlights of lemon and pepper make a beer that could quench the thirst of any seasonal worker.,https://images.punkapi.com/v2/keg.png,4.4,Trial Baby Saison.,Ferment between 21 and 24Â°C to get this saison as dry as possible.,IBU Low Pale Straw ABV Low Atten High,"Pilsner,Munich,Amber","kilograms,kilograms,kilograms","Sorachi Ace,Sorachi Ace,Mosaic,Amarillo","start,end,end,end","bitter,flavour,flavour,flavour","grams,grams,grams,grams","Pork chop with rosemary chips,Steak tartare,Belgian waffles"
85,Santa Paws,35.0,IBU Medium,2,22.0,Brown,9,4.5,ABV Low,1,44.0,72.9,Atten Medium,2,"A 4.5% decadent scotch ale brewed with Scottish heather honey. A robust malty beer packed with flavour, at a strength you can drink all (Christmas) day long. Santa Paws is our antidote to the chaos of the festive season. All the flavours of Christmas pudding in liquid form.",https://images.punkapi.com/v2/85.png,4.4,Christmas Scoth Ale.,The addition of Weyermann Beech Smoked malt creates a beer with a delicate smoke character.,IBU Medium Brown ABV Low Atten Medium,"Extra Pale,Munich,Dark Crystal,Wheat,Flaked Oats,Carafa Special Malt Type 3,Amber,Weyermann Beech Smoked","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","First Gold,Willamette,Hallertauer Mittelfrüh","start,start,start","bitter,bitter,bitter","grams,grams,grams","French onion soup,Braised pheasant,Caramel sauce and hot fudge"
86,Original Dogma (NeÌ�e Speedball),60.0,IBU High,3,15.5,Deep Amber,8,7.8,ABV Low,1,31.0,83.2,Atten High,3,"A strong ale, brewed with guarana, Californian poppy, kola nut and Scottish heather honey. A conspiracy of trans-continental ingredients infused with some devastatingly BrewDog imaginative thinking.",https://images.punkapi.com/v2/86.png,4.3,Strong Ale With Honey And Spices.,"Get really good quality heather honey, the more aromatic the better. Honey is 100% fermentable, but it does have a huge influence on the ester profile of the beer â€“ in this case high floral esters.",IBU High Deep Amber ABV Low Atten High,"Extra Pale,Munich,Amber,Dark Crystal","kilograms,kilograms,kilograms,kilograms","Amarillo,Amarillo,Bobek,Guarana Powder,Kola Nut Powder,Poppy Seed,Heather Honey","start,end,end,end,end,end,end","bitter,flavour,flavour,flavour,flavour,flavour,flavour","grams,grams,grams,grams,grams,grams,grams","Spicy seafood stew,French onion soup,Mexican wedding cake (cookies)"
87,Alpha Pop,30.0,IBU Medium,2,12.5,Medium Amber,6,4.5,ABV Low,1,25.0,75.6,Atten Medium,2,"A hoppy Rye Ale loaded with an avalanche of citrus and resinous flavours. Columbus, our high-alpha friend, lends a huge pithy citrus blast, with Ahtanum providing a punchy tropical fruit back-up. Brewing with rye adds a spiciness to the speciality malt caramel backbone, giving a warm ginger snap flavour, before slowly the hops, barley and rye combine and build to an orangey, biscuity, almost chocolatey crescendo.",https://images.punkapi.com/v2/87.png,4.4,Hoppy Rye Pale Ale.,Columbus and Ahtanum hop additions create a perfect blend of resin and lemon character.,IBU Medium Medium Amber ABV Low Atten Medium,"Extra Pale,Caramalt,Dark Crystal,Rye","kilograms,kilograms,kilograms,kilograms","Columbus,Columbus,Ahtanum,Ahtanum,Ahtanum,Columbus","start,middle,middle,end,dry hop,dry hop","bitter,flavour,flavour,flavour,aroma,aroma","grams,grams,grams,grams,grams,grams","Spicy lamb tikka masala,Spicy beef and Mexican black bean burger,Poached cinnamon apple muffins"
88,Bavarian Weizen,55.0,IBU High,3,15.0,Deep Amber,8,6.3,ABV Low,1,30.0,80.0,Atten Medium,2,"Our Unleash the Yeast series was an epic experiment into the differences in aroma and flavour provided by switching up your yeast. We brewed up a wort with a light caramel note and some toasty biscuit flavour, and hopped it with Amarillo and Centennial for a citrusy bitterness. Everything else is down to the yeast. Bavarian Weizen yeast adds traditional weissbier notes of banana and clove.",https://images.punkapi.com/v2/88.png,4.4,Unleash the Yeast Series.,Play around with the fermentation temperature to get the best flavour profile from the individual yeasts.,IBU High Deep Amber ABV Low Atten Medium,"Extra Pale,Caramalt,Dark Crystal,Munich","kilograms,kilograms,kilograms,kilograms","Centennial,Amarillo,Centennial,Amarillo,Centennial,Amarillo","start,start,middle,middle,end,end","bitter,bitter,flavour,flavour,flavour,flavour","grams,grams,grams,grams,grams,grams","Spicy paella,German bratwurst with spicy mustard dip and vinaigrette salad,Creamy eggs benedict"
89,Citra,70.0,IBU High,3,15.0,Deep Amber,8,7.5,ABV Low,1,30.0,82.1,Atten High,3,"The Pacific North West of America is home to the Citra hop. America is not just about cheer leaders, a silly version of football, elastic top jeans and cheeseburgers. They grow remarkable hops and Citra is a killer example of this, embodying all that is good about American hops and then some. Fearfully hard to resist, this beer is loaded with brash citrus, grapefruit, orange, hints of resinous pine and touches of blackcurrant. Devilishly moreish.",https://images.punkapi.com/v2/89.png,4.4,Single Hop IPA Series â€“ 2011.,Another hop to be treated with respect. Too much in the kettle or dry hop will turn the beer into a garlicky disaster.,IBU High Deep Amber ABV Low Atten High,"Extra Pale,Crystal 150,Caramalt","kilograms,kilograms,kilograms","Citra,Citra,Citra","start,middle,end","bitter,flavour,flavour","grams,grams,grams","Lemon and herb salmon,Sharp cheddar with mango chutney,Shredded chicken tacos with pico de gallo"
90,#Mashtag 2015,85.0,IBU High,3,65.0,Black,12,10.0,ABV Medium,2,130.0,79.6,Atten Medium,2,"Democratically voted on by you and the BrewDog beer community. A wonderfully burnt toast malt backbone, loaded with American Hops for floral, citrus flavours and warm boozy vanilla and toasted oak.",https://images.punkapi.com/v2/90.png,4.4,US Hopped Black Barley Wine.,Steep the oak chips and vanilla in separate bags in the cold conditioning phase. Taste every 2 - 3 days and as soon as profile is desirable they can be removed easily.,IBU High Black ABV Medium Atten Medium,"Pale Ale,Munich,Caramalt,Special W,Carafa Special Malt Type 1,Carafa Special Malt Type 3","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Nugget,Columbus,Centennial,Simcoe,Centennial,Simcoe,Willamette,Centennial,Simcoe,Willamette","start,start,middle,middle,end,end,end,dry hop,dry hop,dry hop","bitter,bitter,flavour,flavour,flavour,flavour,flavour,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams,grams","Charcuterie platter (featuring Italian salami),Blue cheese wedge salad,Rich dark chocolate volcano cake"
91,Dead Pony Club,35.0,IBU Medium,2,12.7,Medium Amber,6,3.8,ABV Low,1,25.0,70.0,Atten Medium,2,"Our California style West Coast IPA has light toffee and caramel notes layered on biscuit malt, supporting a huge, fresh citrus aroma, with lemongrass, lime zest, grapefruit peel, alongside some tropical notes, courtesy of some heavy-hitting US hops.",https://images.punkapi.com/v2/91.png,4.4,West Coast Kicks. Citrusy. Zesty. Bright.,"It may be tempting to throw extra (extra) hops at Dead Pony Club, but try adding a little at a time to consecutive brews rather than cramming in loads extra on your first time.",IBU Medium Medium Amber ABV Low Atten Medium,"Extra Pale,Caramalt,Crystal 150","kilograms,kilograms,kilograms","Simcoe,Citra,Simcoe,Citra,Simcoe,Citra,Mosaic","start,start,middle,middle,dry hop,dry hop,dry hop","bitter,bitter,flavour,flavour,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams","Baja style fish tacos,Jerk chicken,Apple crumble"
92,AB:09,77.0,IBU High,3,132.5,Black,12,11.6,ABV Medium,2,265.0,80.0,Atten Medium,2,"This Cranachan Imperial Stout was inspired by the famous Scottish dessert, and brewed with a mountain of dark malts, loads of oats, Scottish heather honey and local raspberries. The beer was then transferred to oak casks to mature for 6 months.",https://images.punkapi.com/v2/92.png,5.2,Cranachan Imperial Stout.,Lactose - or milk sugar - is un-fermentable. It adds a creamy mouthfeel to the beer. Experiment by using different types of honey for altered flavour profiles.,IBU High Black ABV Medium Atten Medium,"Maris Otter Extra Pale,Carafa Special Malt Type 1,Flaked Oats,Crystal 150,Dark Crystal 350-400","kilograms,kilograms,kilograms,kilograms,kilograms","Fuggles,Fuggles","start,end","bitter,flavour","grams,grams","Aged cheddar with honey and raspberry chutney,Rich beef stew with winter vegetables and a dash of honey,Scottish raspberry cranachan parfait"
93,Mango Gose - B-Sides,40.0,IBU High,3,5.0,Pale Gold,3,6.4,ABV Low,1,10.0,87.0,Atten High,3,"Kettle soured hoppy mango gose. A delicate balance of sweet, juicy mango, sour lime and salinity.",https://images.punkapi.com/v2/keg.png,3.5,Hoppy Mango Gose.,"Try to use the juiciest, ripest mangoes possible.",IBU High Pale Gold ABV Low Atten High,"Extra Pale,Wheat Malt,Dark Crystal","kilograms,kilograms,kilograms","Sorachi Ace,Amarillo,Sorachi Ace,Amarillo","start,start,end,end","bitter,bitter,flavour,flavour","grams,grams,grams,grams","Okra fries,Sea bass ceviche,Sea salt fudge"
94,Everday Anarchy,45.0,IBU High,3,7.5,Deep Gold,4,10.5,ABV Medium,2,15.0,93.8,Atten High,3,"This French white wine barrel aged Imperial Saison has a plethora of intertwining flavours. Huge aromas of peach, syrup, tangerine, sherry, toffee and raisin, followed by a dynamic bracing acidity.",https://images.punkapi.com/v2/94.png,4.4,White Wine Barrel-Aged Imperial Red Saison.,"The honey addition will help to dry out the beer, as the saison yeast will continue to ferment long after most ale yeast.",IBU High Deep Gold ABV Medium Atten High,"Extra Pale,Caramalt,Wheat,Rye","kilograms,kilograms,kilograms,kilograms","Motueka,Saaz,Bobek,Saaz,Bobek","start,middle,middle,end,end","bitter,flavour,flavour,flavour,flavour","grams,grams,grams,grams,grams","Spiced carrot and coriander soup,Spicy chilli king prawns,Orange zest tart"
95,Peroxide Punk,40.0,IBU High,3,9.0,Pale Amber,5,4.0,ABV Low,1,18.0,76.9,Atten Medium,2,"A trashy blonde concession for those who felt that our original 6% Punk IPA recipe was too hard hitting. This was also the first time we experimented with dry hopping our beers, giving Peroxide Punk a depth of flavour that belies its modest ABV. Zesty, aromatic and thirst quenching.",https://images.punkapi.com/v2/keg.png,4.4,Zesty Pale Ale.,"During the mashing process, try to mix the malt without 'turning' or splashing too much. This will cause more oxygen to be dissolved in the mash - and result in a beer that will taste a little like a cardboard box.",IBU High Pale Amber ABV Low Atten Medium,Maris Otter,kilograms,"Amarillo,Simcoe,Amarillo,Crystal,Liberty,Simcoe,Amarillo","start,end,end,end,end,dry hop,dry hop","bitter,flavour,flavour,flavour,flavour,aroma,aroma","grams,grams,grams,grams,grams,grams,grams","Sashimi,Pan roasted poussin with spring veg,Lemon and thyme panna cotta"
96,Lumberjack Stout,20.0,IBU Low,1,79.0,Black,12,15.2,ABV Medium,2,158.0,82.0,Atten High,3,"Lumberjack Stout is an intense beast that took its inspriation from what an actual bona-fide lumberjack might have for breakfast. Flavours of molasses, chocolate, smoke, berry, coffee and more, with a low bitterness, leaning this beer firmly towards the malty side.",https://images.punkapi.com/v2/keg.png,4.4,Blueberry Bacon Stout.,Adding extra smoked malt will amp up the bacon character.,IBU Low Black ABV Medium Atten High,"Extra Pale,Carafa Special Malt Type 3,Flaked Oats,Smoked Malt,Crystal","kilograms,kilograms,kilograms,kilograms,kilograms","Galena,Willamette","start,end","bitter,flavour","grams,grams","Maple syrup drizzled chocolate chip pancakes,Fried bacon with crispy honeycomb bits,Coffee cake"
97,Bowman's Beard - B-Sides,50.0,IBU High,3,8.0,Pale Amber,5,18.3,ABV High,3,15.0,84.0,Atten High,3,"Ice-distilled double barley wine brewed by Chris from Stone Brewing Co. (see Sunmaid Stout) and BrewDog's own brewers. As robust, resinous and badass as its eponymic beard.",https://images.punkapi.com/v2/keg.png,5.3,English Barley Wine.,Ferment first with the American ale strain and after a week add the American Ale II to really push up the ABV. Use a starter to get the yeast raring and ready to go before the second addition.,IBU High Pale Amber ABV High Atten High,"Extra Pale,Rye,CaraAroma,Caramunich,Brown,Caramalt,Crystal,Munich","kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms,kilograms","Motueka,First Gold,Galena,Motueka,First Gold,Galena","start,start,start,end,end,end","bitter,bitter,bitter,flavour,flavour,flavour","grams,grams,grams,grams,grams,grams","Celery and stilton soup,Salted caramel soufflé"
98,Pumpkin King,20.0,IBU Low,1,15.0,Deep Amber,8,5.4,ABV Low,1,30.0,74.6,Atten Medium,2,"We're turning Halloweâ€™en inside out and upside down. Pumpkin King is not your usual unctuous, cloyingly sweet Halloweâ€™en pumpkin ale. Sure, thereâ€™s a huge heady hit of pungent spice on the nose, but itâ€™s followed with bright and zesty citrus flavours, and a light mouthfeel. Spicy and sweet autumnal favourites like toasted marshmallow and toffee apple are just some of the complex notes youâ€™ll find in our twisted take on a pumpkin ale, which weighs in at 5.4% ABV.",https://images.punkapi.com/v2/98.png,4.4,Spicy Citrus Pumpkin Ale.,Experiment with the spice addition to find the correct balance to suit your taste. FYI star anise is a very strong flavour.,IBU Low Deep Amber ABV Low Atten Medium,"Extra Pale,Munich,Dark Crystal,Amber","kilograms,kilograms,kilograms,kilograms","Magnum,Willamette,First Gold","start,middle,middle","bitter,flavour,flavour","grams,grams,grams","Creamy maple syrup and bacon soup,Chunky chicken and vegetable spiced stew,Pumpkin pie"
99,Hello My Name Is PaÌˆivi,70.0,IBU High,3,15.0,Deep Amber,8,8.3,ABV Low,1,30.0,82.9,Atten High,3,"Brewed with sea buckthorn, a tart and bitter berry found on the Finnish coastline. Bright, vibrant aromas of tangerine, mandarin and peach, with zesty hits of lime, envelop the nutty, caramel malt backbone. The intense fruitiness gives a jammy quality to the nose. On the palate is a warm biscuity sweetness, with tropical fruits in a supporting role to a huge grapefruit and orange bitterness.",https://images.punkapi.com/v2/99.png,4.4,Sea Buckthorn Double IPA.,Sea buckthorn characteristics can vary from its country or origin. Taste the berries before addition to determine the best usage.,IBU High Deep Amber ABV Low Atten High,"Extra Pale,Caramalt","kilograms,kilograms","Challenger,Bravo,Comet,EXP 366,Centennial,Simcoe,Citra,Comet,Centennial,Simcoe,Citra","start,start,middle,middle,end,end,end,dry hop,dry hop,dry hop,dry hop","bitter,bitter,flavour,flavour,flavour,flavour,flavour,aroma,aroma,aroma,aroma","grams,grams,grams,grams,grams,grams,grams,grams,grams,grams,grams","Korvapuusti (cinnamon and cardamom buns),Spicy orange chicken marmalade served with potato bread,Sea buckthorn cheesecake"
